ex:monk/a_nan","Tôn Giả A Nan"
"ex:monk/thiet_dam_chanh_luan","Thiệt Đàm Chánh Luân"
"ex:monk/thiet_dang_bao_quang","Thiệt Đăng Bảo Quang"
"ex:monk/thiet_dia_phap_an","Thiệt Địa Pháp Ấn"
"ex:monk/thiet_dieu_chanh_hien","Thiệt Diệu Chánh Hiền"
"ex:monk/thiet_dieu_lieu_quan","Thiệt Diệu Liễu Quán"
"ex:monk/thiet_dinh_an_triem","Thiệt Dinh Ân Triêm"
"ex:monk/thiet_hoi_vien_quang","Thiệt Hội Viên Quang"
"ex:monk/thiet_kien_lieu_triet","Thiệt Kiến Liễu Triệt"
"ex:monk/thiet_lam_chi_kien","Thiệt Lãm Chí Kiên"
"ex:monk/thiet_luong","Thiệt Lương"
"ex:monk/thiet_luong","Thiệt Uyên Chí Bảo"
"ex:monk/thiet_phat_tri_trung","Thiết Phật Trí Trung"
"ex:monk/thiet_phat_tri_tung","Thiết Phật Trí Tung"
"ex:monk/thiet_tam_thien_truc","Thiệt Tâm Thiện Trực"
"ex:monk/thiet_tanh_tri_hai","Thiệt Tánh Trí Hải"
"ex:monk/thiet_thanh_lieu_dat","Thiệt Thành Liễu Đạt"
"ex:monk/thiet_the_triem_an","Thiệt Thể Triêm Ân"
"ex:monk/thiet_tho_chanh_khoa","Thiệt Thọ Chánh Khóa"
"ex:monk/thiet_thoai_tanh_tuong","Thiệt Thoại Tánh Tường"
"ex:monk/thiet_thuan_hue_truong","Thiệt Thuận Huệ Trương"
"ex:monk/thiet_thuan_hue_truong","Thiệt Thuận Huệ Trương"
"ex:monk/thiet_uy_khanh_van","Thiệt Úy Khánh Vân"
"ex:monk/thiet_uyen_chi_bao","Thiệt Uyên Chí Bảo"
"ex:monk/thiet_vinh_buu_hanh","Thiệt Vinh Bửu Hạnh"
"ex:monk/thieu_chau_bach_van_tuong","Thiều Châu Bạch Vân Tường"
"ex:monk/thieu_chau_bach_van_van","Thiều Châu Bạch Vân Văn"
"ex:monk/thieu_chau_dai_pham_vien","Thiều Châu Đại Phạm Viên"
"ex:monk/thieu_chau_dam_pho","Thiều Châu Đàm Phổ"
"ex:monk/thieu_chau_dang_phong","Thiều Châu Đăng Phong"
"ex:monk/thieu_chau_hoa_nghiem","Thiều Châu Hoa Nghiêm"
"ex:monk/thieu_chau_hy_bo","Thiều Châu Hy Bô"
"ex:monk/thieu_chau_khong_nguyen","Thiều Châu Khổng Nguyên"
"ex:monk/thieu_chau_lam_tuyen","Thiều Châu Lâm Tuyền"
"ex:monk/thieu_chau_long_quang","Thiều Châu Long Quang"
"ex:monk/thieu_chau_on_mon_man","Thiều Châu Ôn Môn Mãn"
"ex:monk/thieu_chau_phap_hai","Thiều Châu Pháp Hải"
"ex:monk/thieu_chau_tay_ho","Thiều Châu Tây Hồ"
"ex:monk/thieu_chau_thuan_phong_thieu","Thiều Châu Thuấn Phong Thiều"
"ex:monk/thieu_chau_tinh_phap_chuong","Thiều Châu Tịnh Pháp Chương"
"ex:monk/thieu_chau_tu_phuoc","Thiều Châu Tư Phước"
"ex:monk/thieu_chau_tu_quang","Thiều Châu Từ Quang"
"ex:monk/thieu_chau_van_mon_bao","Thiều Châu Vân Môn Bảo"
"ex:monk/thieu_chau_van_mon_hy","Thiều Châu Vân Môn Hy"
"ex:monk/thieu_chau_van_mon_sang","Thiều Châu Vân Môn Sảng"
"ex:monk/thieu_hu","Cư Sĩ Mạc Tướng Thượng Thư Thiếu Hư"
"ex:monk/thieu_lam_giang","Thiếu Lâm Giang"
"ex:monk/thieu_son_hoan_pho","Thiều Sơn Hoàn Phổ"
"ex:monk/tho_chau_dao_tho","Thọ Châu Đạo Thọ"
"ex:monk/tho_chau_thien_thieu_tong","Thọ Châu Thiệu Tông"
"ex:monk/tho_chau_tri_thong","Thọ Châu Trí Thông"
"ex:monk/tho_ninh_dao_hoan","Thọ Ninh Ðạo Hoàn"
"ex:monk/tho_ninh_thien_tu","Thọ Ninh Thiện Tư"
"ex:monk/tho_ninh_thu_kha","Thọ Ninh Thủ Kha"
"ex:monk/tho_son_uc_so","Thọ Sơn Ðức Sơ"
"ex:monk/tho_thanh_so_van","Nguyệt Chưởng Trí Uyên"
"ex:monk/tho_thanh_so_van","Thọ Thánh Sở Văn"
"ex:monk/tho_xuong_tinh_tich","Thọ Xương Tịnh Tịch"
"ex:monk/thong_chanh_tue_thanh","Thông Chánh Tuệ Thành"
"ex:monk/thu_chau_bach_thuy","Thư Châu Bạch Thủy"
"ex:monk/thu_chau_bach_thuy_huy","Thư Châu Bạch Thủy Huy"
"ex:monk/thu_dao_tuc_tien","Thủ Đạo Tục Tiên"
"ex:monk/thu_ky_nam","Thư Ký Nam"
"ex:monk/thu_son_hoai_chi","Thủ Sơn Hoài Chí"
"ex:monk/thu_son_tinh_niem","Thủ Sơn Tỉnh Niệm"
"ex:monk/thu_son_xu_khe","Thủ Sơn Xử Khuê"
"ex:monk/thu_su_lang_chau_ly_cao","Thứ Sử Lãng Châu Lý Cao"
"ex:monk/thua_hy_ung_duyet","Thừa Hy Ứng Duyệt"
"ex:monk/thua_thien_tong","Thừa Thiên Tông"
"ex:monk/thua_thien_tri_duc","Thừa Thiên Trí Dục"
"ex:monk/thua_thien_tu_hien","Thừa Thiên Tự Hiền"
"ex:monk/thua_thien_tue_lien","Thừa Thiên Tuệ Liên"
"ex:monk/thua_vien","ĐS Thừa Viễn"
"ex:monk/thuan_chuyet_van_tai","Thuần Chuyết Văn Tài"
"ex:monk/thuan_kiet_tanh_khue","Thuần Kiệt Tánh Khuê"
"ex:monk/thuc_an_tinh_chu","Thục An Tịnh Chu"
"ex:monk/thuc_xuyen_tay_thien","Thục Xuyên Tây Thiền"
"ex:monk/thuong_anh","Cư Sĩ Thừa Tướng Trương Thương Anh"
"ex:monk/thuong_chau_cao_minh","Thương Châu Cao Minh"
"ex:monk/thuong_chau_chanh_can_uan","Thường Châu Chánh Cần Uẩn"
"ex:monk/thuong_chau_me_thuong","Thương Châu Mễ Thương"
"ex:monk/thuong_chau_nghia_hung","Thường Châu Nghĩa Hưng"
"ex:monk/thuong_chau_thuong_lanh","Thường Châu Thương Lãnh"
"ex:monk/thuong_lam_linh_sieu","Thượng Lam Linh Siêu"
"ex:monk/thuong_lam_thu_nap","Thượng Lam Thủ Nạp"
"ex:monk/thuong_lam_thuan","Thượng Lam Thuận"
"ex:monk/thuong_lam_to_khanh","Thượng Lam Tổ Khanh"
"ex:monk/thuong_lam_tu_co","Thượng Lam Tự Cổ"
"ex:monk/thuong_na_hoa_tu","Thương Na Hòa Tu"
"ex:monk/thuong_na_hoa_tu","Tôn Giả Thương Na Hòa Tu"
"ex:monk/thuong_phong_ban_tai","Thượng Phong Bản Tài"
"ex:monk/thuong_phong_tho_tu","Thượng Phong Tổ Tú"
"ex:monk/thuong_phong_tue_hoa","Thượng Phong Tuệ Hòa"
"ex:monk/thuong_phuong_nhat_ich","Thượng Phương Nhật Ích"
"ex:monk/thuong_phuong_tue_anh","Thượng Phương Tuệ Anh"
"ex:monk/thuu_lanh_minh_vien","Thứu Lãnh Minh Viễn"
"ex:monk/thuu_lanh_thien_bon","Thứu Lãnh Thiện Bổn"
"ex:monk/thuy_bach_minh_tuyet","Thụy Bạch Minh Tuyết"
"ex:monk/thuy_khong","Thủy Không"
"ex:monk/thuy_long_an_chuong","Thụy Long Ẩn Chương"
"ex:monk/thuy_long_dao_pho","Thủy Long Đạo Phổ"
"ex:monk/thuy_long_vien_tue_cung","Thụy Long Viện Tuệ Cung"
"ex:monk/thuy_luc_hong_nghiem","Thủy Lục Hồng Nghiễm"
"ex:monk/thuy_nghiem_su_am","Thúy Nghiêm Sư Âm"
"ex:monk/thuy_nguyet_thong_giac","Thủy Nguyệt Thông Giác"
"ex:monk/thuy_nham_kha_chan","Thúy Nham Khả Chân"
"ex:monk/thuy_nham_kha_chan","Thúy nham Khả Chân"
"ex:monk/thuy_nham_linh_tham","Thúy Nham Linh Tham"
"ex:monk/thuy_nham_nhu_thang","Thụy Nham Như Thắng"
"ex:monk/thuy_nham_phap_cung","Thụy Nham Pháp Cung"
"ex:monk/thuy_nham_quang_muc","Thụy Nham Quang Mục"
"ex:monk/thuy_nham_su_ngan","Thụy Nham Sư Ngạn"
"ex:monk/thuy_nham_tong_tinh","Thúy Nham Tông Tỉnh"
"ex:monk/thuy_nham_tri_tai","Thụy Nham Trí Tài"
"ex:monk/thuy_phong_than_loc","Thụy Phong Thần Lộc"
"ex:monk/thuy_phong_tung_han","Thúy Phong Tùng Hân"
"ex:monk/thuy_tay_nam_dai","Thủy Tây Nam Đài"
"ex:monk/thuy_vi_vo_hoc","Thúy Vi Vô Học"
"ex:monk/tich_thuy_vinh","Am Chủ Tích Thúy Vĩnh"
"ex:monk/tiem_nguyen_trong_hung","Tiệm Nguyên Trọng Hưng"
"ex:monk/tien","Tiến"
"ex:monk/tien_an_khanh_tuong","Tiên An Khánh Tường"
"ex:monk/tien_de_chon_pham","Tiên Đề Chơn Phẩm"
"ex:monk/tien_doan_le","Cư Sĩ Tham Chánh Tiền Ðoan Lễ"
"ex:monk/tien_giac_hai_tinh","Tiên Giác Hải Tịnh"
"ex:monk/tien_hue_tinh_nhan","Tiên Huệ Tịnh Nhãn"
"ex:monk/tien_phuc_dao_sinh","Tiến Phúc Đạo Sinh"
"ex:monk/tien_phuoc_dao_anh","Tiến Phước Ðạo Anh"
"ex:monk/tien_phuoc_dien","Tiến Phước Diễn"
"ex:monk/tien_phuoc_luong","Tiến Phước Lượng"
"ex:monk/tien_phuoc_ngo_ban","Tiến Phước Ngộ Bản"
"ex:monk/tien_phuoc_thieu_minh","Tiến Phước Thiệu Minh"
"ex:monk/tien_phuoc_trach_sung","Tiến Phước Trạch Sùng"
"ex:monk/tien_phuoc_tran","Tiến Phước Trăn"
"ex:monk/tien_thien","Tiên Thiên"
"ex:monk/tien_thuong_vien_trung","Tiên Thường Viên Trừng"
"ex:monk/tieu_dao","Tiêu Dao"
"ex:monk/tieu_dao_hoai_trung","Tiêu Dao Hoài Trung"
"ex:monk/tieu_khe_hanh_truyen","Tiểu Khê Hành Truyền"
"ex:monk/tieu_ong_sieu_tram","Tiếu Ông Diệu Trạm"
"ex:monk/tin_chau_khang_quoc_dieu","Tín Châu Khang Quốc Diệu"
"ex:monk/tin_chau_nga_ho_thieu","Tín Châu Nga Hồ Thiều"
"ex:monk/tin_chau_tay_thien_kham","Tín Châu Tây Thiền Khâm"
"ex:monk/tin_chau_tri_thuong","Tín Châu Trí Thường"
"ex:monk/tin_tuong_gioi_tu","Tín Tướng Giới Tu"
"ex:monk/tin_tuong_tong_hien","Tín Tướng Tông Hiển"
"ex:monk/tinh_chung_lieu_xan","Tịnh Chúng Liễu Xán"
"ex:monk/tinh_chung_tien","Tịnh Chúng Tiên"
"ex:monk/tinh_cu_dieu_dao","Tịnh Cư Diệu Ðạo"
"ex:monk/tinh_dinh_tam_chau","Tính Định Tâm Châu"
"ex:monk/tinh_do_duy_chinh","Tịnh Độ Duy Chính"
"ex:monk/tinh_do_duy_to","Tịnh Độ Duy Tố"
"ex:monk/tinh_do_thien_tu","Tịnh Độ Thiện Tư"
"ex:monk/tinh_duc_tri_quan","Tịnh Đức Trí Quân"
"ex:monk/tinh_duc_xung_chieu","Tịnh Đức Xung Chiếu"
"ex:monk/tinh_nhan_dao_trang","Tịnh Nhân Ðạo Trăng"
"ex:monk/tinh_nhan_giac","Tịnh Nhân Giác"
"ex:monk/tinh_nhan_ke_thanh","Tịnh Nhân Kế Thành"
"ex:monk/tinh_nhan_khai","Tịnh Nhân Khải"
"ex:monk/tinh_tru_chan_tinh","Tịnh Trụ Chân Tịnh"
"ex:monk/tinh_tu_bich","Tịnh Từ Bích"
"ex:monk/tinh_tu_cu_gian","Tịnh Từ Cư Giản"
"ex:monk/tinh_tu_dam_mat","Tịnh Từ Ðàm Mật"
"ex:monk/tinh_tu_ngan_sung","Tịnh Từ Ngạn Sung"
"ex:monk/tinh_tu_su_nhat","Tịnh Từ Sư Nhất"
"ex:monk/tinh_tu_trong_kieu","Tịnh Từ Trọng Kiểu"
"ex:monk/tinh_tu_van","Tịnh Từ Văn"
"ex:monk/tkn_hue_huong_chon_chat","TKN Huệ Hương Chơn Chất"
"ex:monk/to_an_cu_nap","Tổ Ấn Cư Nạp"
"ex:monk/to_an_mat_hoang","Tổ Ấn Mật Hoằng"
"ex:monk/to_chau_tay_thien","Tô Châu Tây Thiền"
"ex:monk/to_chau_vinh_quang_chan","Tô Châu Vĩnh Quang Chân"
"ex:monk/to_dat_tri_tam","Tổ Đạt Trí Tâm"
"ex:monk/to_duc_bao_tang","Tổ Đức Bảo Tạng"
"ex:monk/to_nhan_thien_truong","Tổ Nhân Thiên Trường"
"ex:monk/to_tong_vien_quang","Tổ Tông Viên Quang"
"ex:monk/to_triet","Cư Sĩ Tham Chánh Tô Triệt"
"ex:monk/toan_ao_vien_am","Toàn Ðạo Viên Ðàm"
"ex:monk/toan_chieu_bao_an","Toàn Chiếu Bảo Ấn"
"ex:monk/toan_dai_hue_duc","Toàn Đài Huệ Đức"
"ex:monk/toan_dai_hue_duc","Toàn Trí Long Thọ"
"ex:monk/toan_dang_bao_nguyen","Toàn Đăng Bảo Nguyên"
"ex:monk/toan_dao_mat_hanh","Toàn Đạo Mật Hạnh"
"ex:monk/toan_dat_gia_hao","Toàn Đạt Gia Hào"
"ex:monk/toan_dinh_bao_tang","Toàn Ðịnh Bảo Tạng"
"ex:monk/toan_dinh_pho_dat","Toàn Đĩnh Phổ Đạt"
"ex:monk/toan_duc_hoang_tong","Toàn Đức Hoằng Tông"
"ex:monk/toan_hieu_gia_linh","Toàn Hiệu Gia Linh"
"ex:monk/toan_inh_bao_tang","Toàn Ðịnh Bảo Tạng"
"ex:monk/toan_nghia_chon_thuong","Toàn Nghĩa Chơn Thường"
"ex:monk/toan_nham_quan_thong","Toàn Nhâm Quán Thông"
"ex:monk/toan_nhat_quang_dai","Toàn Nhật Quang Đài"
"ex:monk/toan_tanh_chanh_ac","Toàn Tánh Chánh Ðắc"
"ex:monk/toan_the_linh_nguyen","Toàn Thể Linh Nguyên"
"ex:monk/toan_thien_duc_hoang","Toàn Thiện Đức Hoằng"
"ex:monk/toan_tin_uc_thanh","Toàn Tín Ðức Thành"
"ex:monk/toan_tri_long_tho","Toàn Trí Long Thọ"
"ex:monk/toan_uc_thieu_long","Toàn Ðức Thiệu Long"
"ex:monk/toan_vo_vien_quang","Toàn Võ Viên Quang"
"ex:monk/toan_y_pho_hue","Toàn Ý Phổ Huệ"
"ex:monk/ton_duc_tue_khong","Tồn Đức Tuệ Không"
"ex:monk/ton_gia_ba_tu_ban_dau_ba_tau_ban_dau","Bà Tâu Bàn Đâu"
"ex:monk/ton_gia_ba_tu_ban_dau_ba_tu_ban_da","Bà Tu Bàn Đà"
"ex:monk/ton_gia_ba_tu_ban_dau_ba_tu_ban_dau","Bà Tu Bàn Đâu"
"ex:monk/ton_gia_ba_tu_ban_dau_hoa_tu_ban_dau","Hoa Tu Bàn Đâu"
"ex:monk/ton_gia_ba_tu_ban_dau_phat_to_ban_do","Phat Tô Bàn Đô"
"ex:monk/ton_gia_ba_tu_ban_dau_phiet_to_ban_do","Phiệt Tô Bạn Đồ"
"ex:monk/ton_gia_ba_tu_ban_dau_po_xiu_pan_tou","婆修盤頭"
"ex:monk/ton_gia_ba_tu_ban_dau_the_than","Thế Thân"
"ex:monk/ton_gia_ba_tu_ban_dau_thien_su","Thiền sư"
"ex:monk/ton_gia_ba_tu_ban_dau_thien_than","Thiên Thân"
"ex:monk/ton_gia_ba_tu_mat_phiet_to_mat_dat_la","Phiệt Tô Mật Đát La"
"ex:monk/ton_gia_ba_tu_mat_the_huu","Thế Hữu"
"ex:monk/ton_gia_ba_xa_tu_da_ba_xa_tu_da","Bà Xá Tư Đa"
"ex:monk/ton_gia_ba_xa_tu_da_thien_su","Thiền sư"
"ex:monk/ton_gia_bat_nha_da_la_anh_lac_dong_tu","Anh Lạc Đồng Tử"
"ex:monk/ton_gia_bat_nha_da_la_bat_nha_da_la","Bát Nhã Đa La"
"ex:monk/ton_gia_bat_nha_da_la_thien_su","Thiền sư"
"ex:monk/ton_gia_bat_nhu_mat_da_bat_nhu_mat_da","Bất Như Mật Đa"
"ex:monk/ton_gia_bat_nhu_mat_da_purjamitra","Purjamitra"
"ex:monk/ton_gia_bat_nhu_mat_da_thien_su","Thiền sư"
"ex:monk/ton_gia_ca_na_de_ba_ca_na_de_ba","Ca Na Đề Bà"
"ex:monk/ton_gia_ca_na_de_ba_doc_nhan_bo_tat","Độc Nhãn Bồ Tát"
"ex:monk/ton_gia_ca_na_de_ba_phien_muc_de_ba","Phiến Mục Đề Bà"
"ex:monk/ton_gia_ca_na_de_ba_thanh_de_ba","Thánh Đề Bà"
"ex:monk/ton_gia_ca_na_de_ba_thanh_thien","Thánh Thiên"
"ex:monk/ton_gia_ca_na_de_ba_thien_su","Thiền sư"
"ex:monk/ton_gia_ca_ty_ma_la_thien_su","Thiền sư"
"ex:monk/ton_gia_cuu_ma_la_da_dong_thu","Đồng Thụ"
"ex:monk/ton_gia_da_da_xa_da_thien_su","Thiền sư"
"ex:monk/ton_gia_de_da_ca_huong_chung","Hương Chúng"
"ex:monk/ton_gia_de_da_ca_thien_su","Thiền sư"
"ex:monk/ton_gia_hac_lac_na_ton_gia_hac_lac_na","Tôn Giả Hạc Lặc Na"
"ex:monk/ton_gia_la_hau_la_da_la_hau_la_da","La Hầu La Da"
"ex:monk/ton_gia_la_hau_la_da_thien_su","Thiền sư"
"ex:monk/ton_gia_ma_ha_ca_diep_am_quang","Ẩm Quang"
"ex:monk/ton_gia_ma_ha_ca_diep_ca_diep_ba","Ca Diếp Ba"
"ex:monk/ton_gia_ma_ha_ca_diep_ca_nhiep_ba","Ca Nhiếp Ba"
"ex:monk/ton_gia_ma_ha_ca_diep_dai_ca_diep","Đại Ca Diếp"
"ex:monk/ton_gia_ma_ha_ca_diep_ma_ha_ca_diep","Ma Ha Ca Diếp"
"ex:monk/ton_gia_ma_ha_ca_diep_tay_thien_thu_truyen_ma_ha_ca_diep_ton_gia","Tây Thiên Thủ Truyền Ma Ha Ca Diếp Tôn Giả"
"ex:monk/ton_gia_ma_ha_ca_diep_thien_su","Thiền sư"
"ex:monk/ton_gia_ma_noa_la_ma_no_la","Ma Nô La"
"ex:monk/ton_gia_ma_noa_la_ma_noa_la","Ma Noa La"
"ex:monk/ton_gia_ma_noa_la_manorhita","Manorhita"
"ex:monk/ton_gia_ma_noa_la_mo_na_luo","摩拏羅"
"ex:monk/ton_gia_ma_noa_la_thien_su","Thiền sư"
"ex:monk/ton_gia_mat_dien_de_ca_ha_trung","Hà trung"
"ex:monk/ton_gia_mat_dien_de_ca_kim_dia","Kim Địa"
"ex:monk/ton_gia_mat_dien_de_ca_ma_thien_de","Ma Thiền Đề"
"ex:monk/ton_gia_mat_dien_de_ca_mat_dan_dia","Mạt Đàn Địa"
"ex:monk/ton_gia_mat_dien_de_ca_mat_dien","Mạt Điền"
"ex:monk/ton_gia_mat_dien_de_ca_mat_dien_dac_ca","Mạt Điền Đạc Ca"
"ex:monk/ton_gia_mat_dien_de_ca_mat_dien_de","Mạt Điền Đề"
"ex:monk/ton_gia_mat_dien_de_ca_mat_dien_de_ca","Mạt Điền Để Ca"
"ex:monk/ton_gia_mat_dien_de_ca_mat_dien_dia","Mạt Điền Địa"
"ex:monk/ton_gia_mat_dien_de_ca_mat_dien_dia_na","Mạt Điền Địa Na"
"ex:monk/ton_gia_mat_dien_de_ca_mat_xien_de","Mạt Xiển Đề"
"ex:monk/ton_gia_mat_dien_de_ca_nhat_trung","Nhật trung"
"ex:monk/ton_gia_mat_dien_de_ca_thien_su","Thiền sư"
"ex:monk/ton_gia_mat_dien_de_ca_thuy_trung","Thủy trung"
"ex:monk/ton_gia_mat_dien_de_ca_trung","Trung"
"ex:monk/ton_gia_phat_da_mat_da_giac_than","Giác Thân"
"ex:monk/ton_gia_phat_da_mat_da_thien_su","Thiền sư"
"ex:monk/ton_gia_phat_da_nan_de_thien_su","Thiền sư"
"ex:monk/ton_gia_phu_na_da_xa_da_xa","Dạ Xa"
"ex:monk/ton_gia_phu_na_da_xa_phu_na","Phú Na"
"ex:monk/ton_gia_phu_na_da_xa_thien_su","Thiền sư"
"ex:monk/ton_gia_su_tu_ty_kheo_su_tu_bo_de","Sư Tử Bồ Đề"
"ex:monk/ton_gia_su_tu_ty_kheo_su_tu_ton_gia","Sư Tử Tôn Giả"
"ex:monk/ton_gia_su_tu_ty_kheo_thien_su","Thiền sư"
"ex:monk/ton_gia_tang_gia_nan_de_saoghanandi","Saôghanandi"
"ex:monk/ton_gia_tang_gia_nan_de_tang_gia_nan_de","Tăng Già Nan Đề"
"ex:monk/ton_gia_tang_gia_nan_de_tang_khu_nan_de","Tăng Khư Nan Đề"
"ex:monk/ton_gia_tang_gia_nan_de_thien_su","Thiền sư"
"ex:monk/ton_gia_thuong_na_hoa_tu_na_hoa_tu","Na Hòa Tu"
"ex:monk/ton_gia_thuong_na_hoa_tu_thien_su","Thiền sư"
"ex:monk/ton_gia_thuong_na_hoa_tu_thiet_nac_ca","Thiết Nặc Ca"
"ex:monk/ton_gia_thuong_na_hoa_tu_thuong_na_hoa_tu","Thương Na Hòa Tu"
"ex:monk/ton_gia_thuong_na_hoa_tu_thuong_nac_ca","Thương Nặc Ca"
"ex:monk/ton_gia_thuong_na_hoa_tu_thuong_nac_ca_phuoc_sa","Thương Nặc Ca Phược Sa"
"ex:monk/ton_gia_thuong_na_hoa_tu_xa_na_ba_tu","Xá Na Ba Tư"
"ex:monk/ton_gia_uu_ba_cuc_da_thien_su","Thiền sư"
"ex:monk/ton_gia_uu_ba_cuc_da_upagupta","Upagupta"
"ex:monk/ton_gia_uu_ba_cuc_da_you_po_ju_duo_","優婆毱多"
"ex:monk/ton_gia_xa_da_da_ton_gia_xa_da_da","Tôn Giả Xà Dạ Đa"
"ex:monk/tong_dien_chan_dung","Tông Diễn Chân Dung"
"ex:monk/tong_son","Tòng Sơn"
"ex:monk/tong_thien_ban_thuy","Tông Thiền Bản Thụy"
"ex:monk/trac_chau_cap_y","Trác Châu Cấp Y"
"ex:monk/trach_chau_co_hien_can","Trạch Châu Cổ Hiền Cẩn"
"ex:monk/tram_nhien_vien_trung","Trạm Nhiên Viên Trừng"
"ex:monk/tran_canh_ngo_duyen","Trấn Cảnh Ngộ Duyên"
"ex:monk/tran_chau_dai_bi","Trấn Châu Đại Bi"
"ex:monk/tran_chau_hong_te","Trấn Châu Hồng Tế"
"ex:monk/tran_chau_kim_nguu","Trấn Châu Kim Ngưu"
"ex:monk/tran_chau_linh_tho","Trấn Châu Linh Thọ"
"ex:monk/tran_chau_linh_thong","Trần Châu Linh Thông"
"ex:monk/tran_chau_pho_hoa","Trấn Châu Phổ Hóa"
"ex:monk/tran_chau_van_tue","Trấn Châu Vạn Tuế"
"ex:monk/tri_binh_ngau","Trị Bình Ngẫu"
"ex:monk/tri_chau_cam_chi","Trì Châu Cam Chí"
"ex:monk/tri_chau_hoa_long","Trì Châu Hòa Long"
"ex:monk/tri_chau_ke_son_chuong","Trì Châu Kê Sơn Chương"
"ex:monk/tri_chau_linh_thuu_nhan","Trì Châu Linh Thứu Nhàn"
"ex:monk/tri_chau_lo_to_giao","Am Chủ Phúc Bồn"
"ex:monk/tri_chau_lo_to_giao","Trì Châu Lỗ Tổ Giáo "
"ex:monk/tri_chau_lo_to_giao","Trì Châu Lỗ Tổ Giáo"
"ex:monk/tri_chau_quang_te","Tri Châu Quảng Tế"
"ex:monk/tri_gia_chan_tu","Trí Giả Chân Từ"
"ex:monk/tri_hai_dao_binh","Trí Hải Ðạo Bình"
"ex:monk/tri_hai_tri","Trí Hải Trí"
"ex:monk/tri_mac_phat_ao","Tri Mặc Phật Áo"
"ex:monk/tri_mon_hoi_han","Trí Môn Hồi Hãn"
"ex:monk/tri_mon_nha","Trí Môn Nhã"
"ex:monk/tri_thong_canh_tham","Trí Thông Cảnh Thâm"
"ex:monk/tri_thuyen","Trí Thuyên"
"ex:monk/triet_thong_nghia_gioi","Triệt Thông Nghĩa Giới"
"ex:monk/trieu_chau_dai_dien","Triều Châu Đại Điên"
"ex:monk/trieu_chau_tung_tham","Triệu Châu Tùng Thẩm"
"ex:monk/trieu_lenh_cam","Cư Sĩ Quận Vương Triệu Lệnh Câm"
"ex:monk/trieu_son_dien_tong","Triều Sơn Diên Tông"
"ex:monk/trinh_chau_ba_tieu","Trình Châu Ba Tiêu"
"ex:monk/trong_man_hung_thanh","Trọng Mãn Hưng Thánh"
"ex:monk/tru_nham_lieu_van","Trù Nham Liễu Vân"
"ex:monk/truc_am_dai_thanh","Trúc Am Đại Thành"
"ex:monk/truc_nguyen_tong_nguyen","Trúc Nguyên Tông Nguyên"
"ex:monk/truc_ong_duc_cu","Trực Ông Đức Cử"
"ex:monk/truc_vien_phap_hien","Trúc Viên Pháp Hiển"
"ex:monk/trung_ap_hong_an","Trung Ấp Hồng Ân"
"ex:monk/trung_ba_giac_ngan","Trừng Ba Giác Ngạn"
"ex:monk/trung_can_son_chieu","Trung Cân Sơn Chiêu"
"ex:monk/trung_chiem_hue_nhat","Trừng Chiêm Huệ Nhật"
"ex:monk/trung_chieu_tu_man","Trừng Chiếu Từ Mãn"
"ex:monk/trung_dan_bich_khong","Trừng Dàn Bích Không"
"ex:monk/trung_dien_dieu_hue","Trừng Diên Diệu Huệ"
"ex:monk/trung_dien_hung_phuoc","Trừng Diên Hưng Phước"
"ex:monk/trung_dieu_tri_phong","Trung Điều Trí Phong"
"ex:monk/trung_gia_hung_man","Trừng Gia Hưng Mãn"
"ex:monk/trung_hao_dieu_khong","Trừng Hảo Diệu Không"
"ex:monk/trung_hoa_hung_dung","Trừng Hóa Hưng Dụng"
"ex:monk/trung_hue_giac_vien","Trừng Huệ Giác Viên"
"ex:monk/trung_huong_tinh_hanh","Trừng Hương Tịnh Hạnh"
"ex:monk/trung_ke_ton_thang","Trừng Kệ Tôn Thắng"
"ex:monk/trung_khiet_hung_nghia","Trừng Khiết Hưng Nghĩa"
"ex:monk/trung_khiet_nhu_nhu","Trừng Khiết Như Như"
"ex:monk/trung_khong_tinh_pho","Trừng Không Tịnh Phổ"
"ex:monk/trung_lien_quang_diep","Trừng Liên Quang Diệp"
"ex:monk/trung_luong_dao_co","Trung Lương Đạo Cổ"
"ex:monk/trung_nguyen_chon_nhu","Trừng Nguyên Chơn Như"
"ex:monk/trung_nguyen_don_hau","Trừng Nguyên Đôn Hậu"
"ex:monk/trung_ninh_dieu_huong","Trừng Ninh Diệu Hương"
"ex:monk/trung_phong_minh_bon","Trung Phong Minh Bổn"
"ex:monk/trung_san_hai_tue","Trừng San Hải Tuệ"
"ex:monk/trung_tam_man_duc","Trừng Tâm Mân Đức"
"ex:monk/trung_te_thien_nang","Trung Tế Thiện Năng"
"ex:monk/trung_thanh_giac_bon","Trừng Thanh Giác Bổn"
"ex:monk/trung_thanh_giac_tien","Trừng Thành Giác Tiên"
"ex:monk/trung_thanh_huong_dao","Trừng Thành Hướng Đạo"
"ex:monk/trung_thanh_tinh_nhan","Trừng Thanh Tịnh Nhãn"
"ex:monk/trung_thong_tinh_khiet","Trừng Thông Tịnh Khiết"
"ex:monk/trung_thuy_giac_nhien","Trừng Thủy Giác Nhiên"
"ex:monk/trung_tri_chi_niem","Trừng Trì Chí Niệm"
"ex:monk/trung_truc_trung_nhan","Trung Trúc Trung Nhân"
"ex:monk/trung_tue_chi_mau","Trừng Tuệ Chí Mậu"
"ex:monk/trung_van_giac_nguyen","Trừng Văn Giác Nguyên"
